,Name,Date,Star Rating,Title,Feedback
1172,Vers,Jul 21 at 11:33 AM,5,Interesting,For a free game it is quite good
1173,Cody Griffin,Jun 9 at 9:47 PM,5,A great boxing workout,"Of all the various VR boxing workout apps, I think Liteboxer strikes the perfect value balance. The membership is affordable and the workout options are extensive. There is a great selection of music, even for the basic, free membership."
1174,Quin,Jul 8 at 9:47 PM,4,Liteboxer,It is fun and it will have you working your arms and body out. I like the music that is able to be choosen as well as the trainers that help you out.
1175,Joe L,Jun 21 at 9:16 PM,4,Great App to burn some extra calories,"I am always looking for ways to burn calories while also having fun doing it…This app checks those boxes. Only thing keeping me from giving if 5 stars is im bit a hige fan of the music they use, but thats just my personal preference"
1176,Ninjaboyz,Jun 10 at 8:54 PM,5,The perfect work out game,Lite boxer is a perfect game for fitness working out and losing weight and the quick play for songs like blinding lights is the most fun thing I ever played listening to my favorite song and punching the circle 5/5 oculus essential
1177,despairx,Jun 27 at 4:38 AM,5,Its super fun and addicting,"I LOVE THIS A LOT, ITS BECOME A HOBBY FOR ME TO LOG ONTO VR AND PLAY THIS GAME! definitely recommend for those who'd like to get better at exercising"
1178,alsatian5,Jun 12 at 11:16 PM,3,Meh,"The parts I played either were too fast or too slow. I wish there was longer training that had more variety and took longer to go from zero to sixty. The punches don’t seem satisfying either. I want to feel them more to know I’ve connected — physically and visually. I’ll try playing more but my alternative games are much more enjoyable. This needs a bigger hook and some other facet to be a go-to, for me. Something more explosive."
1179,jojo,Jun 26 at 7:10 AM,5,worth it !,honestly i like the game and everything! the music taste 👨🏽‍🍳🤌🏽💋 the app is really easy to use and the subscription is worth it too !
1180,TNWanderer,Jun 7 at 3:22 PM,4,Good for cardio,It's a good program for cardio.  Though my biggest issue is the video being so offset when taking a class and the songs are tunes no one has heard of.  I realize that there is a licence issue but it would be nice to have 1 song that most people know to see how good it would be to buy the extra songs or subscription
1181,Lisurge,Jul 21 at 2:28 AM,4,Not to shabby,Like it not to sure on the premium price might have to give it a trial at somepoint
1182,Alexandria,Jun 14 at 4:13 AM,5,Exciting,I only recently started playing and i'm already addicted. Even with the basic songs and membership it's easy to get immersed into the game you don't even realize you're working out. Would definitely recommend.
1183,iShogun,Jun 6 at 10:41 PM,5,actually a great game!,"This Fitness title is amazing for being free, well if you want to play songs you know you have to pay but its worth getting without paying if you just wanna work out."
1184,efra1979,Jul 6 at 9:16 PM,5,great work out tool.,"honestly one of my favorite apps great workout im sweating ,heart rate is up in minutes..."
1185,Tony,"May 26, 2022 at 12:34 AM",5,Fantastic boxing app,"I love this app, it’s challenging but fun.
I love the way I can choose a short workout or a longer one if I’m feeling energetic.
I’ve only had the app for a week, but It’s making me fitter already, and the different challenges mean I won’t get bored of using it.
It’s such a great app, the only improvement I think could be made is to have the targets numbered on the easy levels for the faster punch combinations.
I’ve tried a few boxercise apps, this is the best by far👏👍"
1186,JC,"May 25, 2022 at 11:18 PM",5,Enjoying the workout,"I track my heart rate and steps using an Amazfit Trex, when it rains or is just too miserable outside I've been using my Oculus for exercise inside. I was pleasantly surprised at the intensity of the workouts I've managed to gain out of the free membership with Lite Boxer, my heart rate easily reaching and even surpassing what I would normally get during my morning walks. Very happy with this addition to my Oculus library."
1187,Dave F Macias,"May 12, 2022 at 1:37 AM",3,Change of ♥️ I now give 3-1/2⭐️⭐️⭐️,"(Way better now)…!!
originally I gave it a 1-star and I thought this company was totally greedy and unfair and the game was way ridiculously over priced.
(But now… I had a total change of heart)…
They have now Allow us to have the demo for free and I believe the price went down.
I’m very happy that this company decided to work with us,  (The-Customers). 
It is why now,  I’m changing this (1-Star), to: a (3-1/2-Stars)-!!   We are now,  A very very happy customer.
(TwoThumbs-Way-Up)-!!   👍🏻👍🏻😁
————————————————
(Old-Review before it got better).
Really it should be free for what it is.
Way...   Overpriced!  $$$
I like this app as a warm-up, But that's all it is.
And they only give you a Demo for 5-days only.
They should just leave the demo in place.
If it was a 1-time, (Fee/Buy), I would buy it. 
But:  (not as a):  (monthly expense fee)."
1188,ChelleG,"May 26, 2022 at 11:32 PM",5,Getting fit while having fun,I am new to Oculus and this is the first app that i tried. I am having a heck of a time. The quick workouts help me get my heart rate up and break a sweat. I recommend this to beginners as well as more advanced boxers.
1189,Hotdogman,Aug 2 at 11:50 PM,1,It sucks,It sucks they make you pay to play it
1190,Mr.G.Reaper,Jun 6 at 9:24 AM,4,Great but just a wee bit pricey,"It's a really good way to get a quick exercise in. A good exercise for me and the whole fam. A great and fun way for my boys to stay in shape an get their exercise in when we can't leave. We actually work up a sweat playing this however I do wish the subscription was cheaper. It is a bit pricey, but it is cool you offer to pay off a year though so there's that."
1191,Whitty,"May 25, 2022 at 10:44 PM",5,Great workout compliment,"This app provides a great workout for both your body and mind. It forces you to really move and concentrate improving your coordination, muscle memory and overall fitness all at the same time. I use it as a replacement for the ordinary cardio sessions to make cardio enjoyable and exciting again!"
1192,clifford casey,Jul 28 at 12:02 AM,4,Great game,i Really love it and think its great i
1193,Clockstar,"May 25, 2022 at 10:06 PM",5,Great Workout,"I’m using the free version of Lite Boxer so my 5 star review is from that perspective. This game is a great cardio workout but also builds speed, reflex, and accuracy.  Will this excite me enough to go for the paid version? Maybe not but as a free enhancement to my workout routine  its great."
1194,Notyurs,Jul 11 at 5:31 AM,5,Awesome!,This game is a great workout. Makes you move! Truly a great game!
1195,wayne,"May 17, 2022 at 5:36 AM",5,love it,Nice no frills work out! Awesome music library. great cardio work out.
1196,Godmiya,Jun 1 at 9:03 PM,5,Review,The app was amazing and it was fun to play the songs and also learn how to box. It taught me loads of things and everyone should try it out.
1197,Jupiter,Jul 8 at 9:41 PM,5,I love this it starts my workouts right,LOVE MY LITEBOXER STARTS MY WORKOUTS RIGHT🥰🥰💯💯💯💪💪💪
1198,DeadAF,Jun 10 at 7:41 AM,3,Has Potential,"There are alot of cool features and options while working out with this program and It's great that they have a free tier. I will continue to try out the free tier and see if you can make your own platlylist without trying to  challenge someone. However, there are still several things that need to be fixed i.e. not being able to skip warmups, menu defaulting back to beginning after every workout and hooks not registering and/or being utilized enough."
1199,Diegothenegro,Jul 8 at 9:03 PM,5,Best boxing app,I like this app because it can really keep you concentrated on your goal
1200,Kurry3zero,Aug 4 at 12:45 AM,1,Bad,It bad
1201,Amber lousie,Jul 15 at 12:21 PM,5,Great app,Very good app really enjoyed playing
1202,Tae,Jun 21 at 9:17 PM,5,WOW IN LOVE,this app is awesome i have no experience boxing and im learning to much from this i think after the trail is over i might keep it or try the free membership
1203,Jeff,Jun 20 at 10:03 PM,5,So fun!,"The free option is great and has enough variety to make it fun/challenging! I wish I could buy the game because the 
subscription is unfortunately unaffordable."
1204,CottonCandy,Jul 11 at 12:27 AM,4,Pretty cool,"I wish there was more available without the added charges,  but it's a cool game & I'll keep doing the free workouts!"
1205,Skylor,Jul 7 at 8:38 PM,4,liteboxer,this is overall outstanding game without having to spend money there is options to purchase premium and other thing i love this game
1206,Lester Emerson,Jun 27 at 2:59 AM,4,A real workout,I can honestly say that this game kept me interested and winded lol.  The music selections are cool and the sequenced punching kept me swaeting like I actually was training.  Great app!
1207,user_365149890545315,Jul 1 at 3:45 PM,5,,I’m 32 and Liteboxer has helped me with working out my arms and helps keep up with my boxing skills
1208,Andy,Jul 3 at 3:00 PM,5,Great Game,"I downloaded the game a few day ago.
it is a great for keeping fit i would recommended it"
1209,Cecelia,"Apr 21, 2022 at 7:37 PM",4,Great upper body workout!,"I love the app but when it comes down to fitness subscriptions if you want to scale down, this one would be put on hold. The music selection is excellent and that is what sets this one apart. I’ll probably re subscribe at half the price.  I just don’t use it enough for full price."
1210,JustinTAO,Jun 3 at 4:59 AM,4,Worthy of your attention,"I've tried many fitness applications throughout my use of the Meta Quest, like Supernatual. Some were solid in concept and others just didn't work at all. Liteboxer has been by far the most solid VR Fitness program I've used. The not only the subscription service has improved since the release of their Liteboxer product, but the range of workouts and drills available. If it's any service, this is the one."
1211,Shorty186,Jul 3 at 10:56 PM,5,awesome,lite boxer is a really cool game and i am very happy you added a free membership to it.
1212,Brandon,Jun 18 at 10:31 PM,5,Great workout,This was a great workout and i really recommend it if your going to wanna do some boxing workouts and stuff was pretty good but wish they had better music in here
1213,Oscar farq,Jul 17 at 11:57 PM,5,Very active,Very fun as well
1214,Keyerra07,Jul 1 at 7:40 PM,4,Great workout,"I recently just discovered this app and started the free trial. 
I can honestly say this is a great workout. I will definitely purchase the premium plan!"
1215,Jo,Jul 9 at 9:03 PM,4,A good workout,The game is fun and a good alternative for when i can’t go to the gym. Just wish there were more song options.
1216,Mania UK,Jun 19 at 10:50 PM,5,One of the best exercise app in vr,This is one of the best exercise apps in standalone vr that actually helps you be get fit and there is even an instructor to show you what you need to do.
1217,Ace,Jun 21 at 11:53 PM,5,best fit app!,I absolutely love this workout and i love how easy it is to learn! im hopeful i can lose weight and get healthy with this added to my regimen!
1218,Tamara,Jul 11 at 9:04 PM,5,Great game,Fun and great way to get a good workout.
1219,Horizon,"May 17, 2022 at 4:08 AM",5,Awesome,One of the better Games that I’ve played just a little slow for me
1220,samantha McMillan,Jul 19 at 6:38 PM,4,Its ok a little expensive,its expensive for what they want with premium. but the for the free version you get some song's and a few workouts and drills
1221,Trae,Jul 8 at 11:28 AM,5,I love ir,Best boxing app i ever used and was fun highly recommend
1222,Monkeman,Jul 6 at 10:09 AM,5,loved it,very good game. especially if you’re trying to become a fighter
1223,G,Jul 6 at 9:23 PM,5,great workout app!,great app and great workout. even the free version is great!
1224,Waffleislife,Jun 4 at 5:13 PM,5,Amazing!,"As someone who took some time away from working out, this was more than the right app to download! The feel of having a trainer with so many choices of music makes a workout from home feel like you never left the gym!"
1225,Breezy,Jun 8 at 9:10 PM,5,Enjoyed It,"I enjoyed working out to the music. For someone that’s ADHD, it helps to have the flashing lights and music going. I can see myself working out to this everyday, adding it to my workout routine."
1226,Trashydcp,Jul 1 at 11:42 PM,5,Liteboxer,Love this game and it's a great workout. Highly recommended for any age 👌 👍
1227,Shanna,Jun 16 at 9:22 PM,5,Great warm-up,"Just got this but is working fantastic, helping with foot work and accurate punching method. Have tried a couple of other app and these are working great."
1228,Shellpish,Jun 7 at 12:00 AM,5,Love this app freemium subscription!!,I am loving this app! They have a free basic or freemium subscription! Thats the one I have. Great music to get you into the workout! Quick plays or timed workouts! This is a daily log into game for me!!
1229,MillaRose,Jun 24 at 12:22 AM,5,omg the free is amazing,"the free is great, i love it so far. only app that doesnt charge to workout. i have lost calories more than beatsaber!"
1230,funeral sprite,Jul 7 at 12:03 AM,5,pretty good,I cant complain even the free version is pretty good
